[42432:44024:0419/154811.467:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[42432:44024:0419/154811.563:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[51076:51104:0419/154820.202:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-4F74E18C489D7D25B701B78B89651A77 will be ignored
[42432:50508:0419/172833.434:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175441.459:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175443.450:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175444.472:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175445.449:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175450.463:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175451.453:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175453.459:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175457.455:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175459.456:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175500.476:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175501.470:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175508.471:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175509.464:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[50648:50788:0419/175514.311:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[42432:50508:0419/175514.476:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175516.485:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175518.482:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175520.483:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175521.473:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175522.485:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175526.489:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175530.474:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175532.485:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175535.495:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175538.498:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175541.493:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175542.494:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175548.494:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175555.501:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175601.514:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175603.497:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=84})
[42432:50508:0419/175608.509:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175610.501:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175612.501:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=100})
[42432:50508:0419/175622.521:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175628.512:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175629.529:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175635.525:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175636.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175638.528:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175639.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175641.528:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175642.519:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175643.526:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175646.532:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175652.534:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175653.534:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175655.545:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175656.533:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175657.543:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175659.533:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175700.534:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175701.532:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175702.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=83})
[42432:50508:0419/175703.533:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175708.546:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175711.544:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175717.548:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175723.548:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175724.558:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175728.701:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175731.559:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175735.554:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175736.553:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175738.554:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175740.553:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175741.554:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=76})
[42432:50508:0419/175742.553:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[50648:50788:0419/175744.689:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[42432:50508:0419/175745.553:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175746.555:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175753.570:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=76})
[42432:50508:0419/175754.634:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:44024:0419/175755.871:VERBOSE1:device_event_log_impl.cc(198)] [17:57:55.871] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[42432:44024:0419/175755.871:VERBOSE1:device_event_log_impl.cc(198)] [17:57:55.871] Display: EVENT: screen_win.cc:895 Display[2868227536] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[42432:50508:0419/175756.576:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175757.562:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175759.572:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175800.580:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175803.575:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175805.580:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175810.582:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175811.583:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175813.588:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175815.583:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175820.578:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175821.587:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175822.590:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175825.593:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175826.581:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175827.590:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175834.590:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175835.589:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175836.592:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175837.592:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175838.599:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175840.590:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175842.591:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=76})
[42432:50508:0419/175844.604:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175847.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175848.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=76})
[42432:50508:0419/175849.605:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=75})
[42432:50508:0419/175850.608:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175852.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=75})
[42432:50508:0419/175853.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175855.605:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=75})
[42432:50508:0419/175856.608:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=73})
[42432:50508:0419/175859.607:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175900.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=75})
[42432:50508:0419/175901.607:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175902.607:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=72})
[42432:50508:0419/175903.606:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=73})
[42432:50508:0419/175904.623:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175905.608:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=73})
[42432:50508:0419/175906.624:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175908.623:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=75})
[42432:50508:0419/175909.615:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175910.621:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=73})
[42432:44024:0419/175911.093:VERBOSE1:device_event_log_impl.cc(198)] [17:59:11.093] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[42432:44024:0419/175911.093:VERBOSE1:device_event_log_impl.cc(198)] [17:59:11.093] Display: EVENT: screen_win.cc:895 Display[2868227536] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[42432:50508:0419/175911.629:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=74})
[42432:50508:0419/175912.628:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=76})
[42432:50508:0419/175913.624:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=77})
[42432:50508:0419/175914.614:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/175915.621:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175919.631:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175920.631:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175923.621:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175924.629:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175926.639:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/175936.628:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175939.628:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175941.648:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175943.645:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:44024:0419/175947.596:VERBOSE1:device_event_log_impl.cc(198)] [17:59:47.596] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[42432:44024:0419/175947.596:VERBOSE1:device_event_log_impl.cc(198)] [17:59:47.596] Display: EVENT: screen_win.cc:895 Display[2868227536] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[42432:50508:0419/175949.646:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/175950.646:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/175951.655:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/175955.653:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/180002.646:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/180003.647:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/180008.656:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/180011.649:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=82})
[42432:50508:0419/180013.664:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[42432:50508:0419/180017.658:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[42432:50508:0419/180020.658:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/180021.659:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[42432:50508:0419/180025.676:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[42432:50508:0419/180028.675:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=78})
[50648:50788:0419/180028.809:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
